School_Id,Org_Name,Decile,Total
1825,Merivale School,1,191
1832,Mokoia Intermediate,5,363
1834,Morrinsville School,3,187
2251,Tikorangi School,4,167
2258,Vogeltown School,6,348
2260,Waitara Central School,2,103
1853,Ngutunui School,6,41
1854,Nukuhou North School,3,81
1855,Ohaupo School,8,192
1841,Nawton School,2,436
1850,Ngatea School,6,312
1857,Ohope Beach School,9,253
1869,Orini Combined School,8,84
1870,Oropi School,8,338
1871,Otakiri School,5,174
1885,Papamoa Primary School,6,581
1886,Parawai School,5,237
1888,Te Kura o Te Paroa,2,275
2265,West End Te Kura O Morere,6,309
2267,Whareorino School,9,6
2333,Apiti School,3,33
1866,Opotiki School,1,274
1873,TKKM o Otepou,3,57
1875,Otonga Road School,7,487
1882,Paengaroa School,4,188
1884,Pahoia School,9,170
1889,Paterangi School,7,146
1902,Puahue School,8,143
1903,Pukeatua School,8,85
1904,Pukehina School,1,14
2342,Brunswick School,7,74
2349,Clifton School (Bulls),4,155
1967,Stanley Avenue School,4,253
1891,Patricia Avenue School,4,213
1898,Pokuru School,6,154
1907,Puketaha School,7,285
1916,Pyes Pa Road School,8,223
1923,Reporoa School,4,120
1934,Rotorua School,3,339
1919,Te Kura o Rangiriri,1,38
1920,Rangitoto School,6,27
1921,Rangiuru School,4,62
1974,Tainui Full Primary School,2,313
1976,Tamahere Model Country School,10,369
1983,Tatuanui School,7,118
1990,Tauranga Intermediate,5,1227
1992,Gate Pa School,2,314
1999,Te Aroha Primary School,3,192
1939,Selwyn School,2,286
1941,Springdale School,4,44
1948,St Joseph's Catholic School (Matata),2,34
1937,Ruawaro Combined School,4,55
1938,Rukuhia School,8,125
1704,Cargill Open Plan School,2,24
2001,Te Awamutu Intermediate,5,508
1513,Stanmore Bay School,8,598
1808,Marotiri School,6,103
1806,Te Kura Mana Maori Maraenui,1,45
1388,Macleans Primary School,7,471
1681,Allandale School,2,316
1950,St Joseph's Catholic School (Opotiki),3,166
1705,Centennial Park School,1,66
1707,Coroglen School,5,20
1718,Te Wharekura o Kirikiriroa,2,255
1719,Firth School,3,196
1720,Forest Lake School,4,310
1721,Frankton School,3,644
1735,Hautapu School,10,195
1736,Hauturu School,2,28
1683,Aorangi School (Rotorua),1,103
1688,Arohena School,7,23
1697,Bethlehem School,8,434
1716,Fairfield Primary School,1,295
1723,Glen Massey School,5,102
1725,Glenview School (Hamilton),5,387
1737,Hikuai School,8,49
1738,Hikutaia School,5,131
1751,Huntly School (Waikato),1,211
1752,Huntly West School,1,120
1753,Insoll Avenue School,1,295
1754,Rangitaiki School,5,9
1699,Brookfield School,4,279
1574,Wilson School,9,104
1581,Chapel Downs School,2,525
1730,Greerton Village School,2,342
1732,Hamilton North School,4,156
1739,Hillcrest Normal School,8,570
1741,Hinuera School,7,181
1748,TKKM o Huiarau,1,78
1755,James Street School,2,211
1770,Kawerau South School,1,286
1771,Kawhia School,1,51
1785,Kuratau School,2,88
1440,Pt Chevalier School,10,548
1447,Prospect School,2,330
1449,Pukekawa School,8,109
1757,Kaihere School,7,32
1764,Karapiro School,8,29
1766,Kawaha Point School,3,254
1773,TKKM o Harataunga,2,21
1775,Kerepehi School,2,76
1780,Kiwitahi School,5,55
1786,Kutarere School,1,19
1787,Lake Rerewhakaaitu School,7,60
1788,Lake Rotoma School,1,12
1390,New Windsor School,4,375
2024,Te Uku School,5,110
2008,Te Kuiti Primary School,3,301
2015,Te Puke Intermediate,3,437
2017,Te Puna School,7,229
2031,Tirau Primary School,4,129
1782,Kopuarahi School,4,16
1784,Koromatua School,6,198
1789,Leamington School,7,507
1519,Sunnyvale School,3,405
1520,Sutton Park School,1,519
1518,Sunnynook School,8,437
2033,Tirohia School,3,42
2040,Turaki School,3,183
2049,Waihi East School,3,183
2058,Waimata School,3,71
2065,Waipahihi School,7,382
2076,Welcome Bay School,4,298
1791,Lynmore Primary School,9,583
1798,Te Wharekura o Manaia,2,119
1800,Manawaru School,6,71
1534,Te Papapa School,2,288
1535,Three Kings School,7,413
1536,Tirimoana School,5,618
1537,Titirangi School,10,434
1552,Wainui School,9,263
1553,Waioneke School,4,71
2074,Walton School,7,116
2081,Whakarewarewa School,2,133
2083,Whangamarino School,2,150
1514,Our Lady Star of the Sea School (Howick),9,335
1516,Sunnybrae Normal School,7,352
1521,Swanson School,3,521
1523,Takanini School,1,402
1525,Takapuna School,8,367
1530,Te Atatu Intermediate,6,439
1554,Waipipi School,6,140
1567,Western Heights School (Auckland),7,639
1568,Westmere School (Auckland),10,437
2090,Whitikahu School,9,114
2092,Woodlands School (Opotiki),3,167
2160,Central School Te Kura Waenga O Ngāmotu,8,284
1532,Te Hihi School,7,168
1539,Tuakau School,2,252
1541,Vauxhall School,10,222
1546,Viscount School,1,522
1548,Waikowhai Intermediate,5,387
1550,Waimauku School,10,716
1569,Waimahia Intermediate School,1,213
1570,Weymouth School,2,467
2167,Fitzroy School,8,359
2165,Eltham School,2,138
2185,Makahu School,8,6
1555,Wairau Intermediate,7,240
1557,Waitakere School,8,481
1564,Wesley Intermediate,1,112
1566,West Harbour School,2,447
1571,Whangaparaoa School (Auckland),9,714
1455,Puni School,5,222
1467,Robertson Road School,1,472
1468,Rongomai School,1,163
1470,Roscommon School,1,458
2190,Manukorihi Intermediate,3,254
2192,Marfell School,2,134
2199,Mimi School,7,48
2201,Mokoia School,5,29
2208,Oakura School,10,358
2215,Ongarue School,2,18
1457,Rangeview Intermediate,4,405
1464,Riverhead School,9,484
1466,Riverina School,3,106
1484,Sommerville School,5,312
1486,St Anne's Catholic School (Manurewa),2,526
1487,St Dominic's Catholic School (Blockhouse Bay),6,249
1500,St Leo's Catholic School (Devonport),10,52
1815,Te Kura o Matapihi,3,188
1824,Melville Primary School,2,221
1833,Morrinsville Intermediate,5,323
1471,Rosebank School (Auckland),2,412
1473,Rosehill Intermediate,3,419
1480,Shelly Park School,10,464
1501,St Mark's School (Pakuranga),6,183
1502,St Mary's Catholic School (Papakura),4,261
1842,Netherton School,5,136
1847,Te Kura o Ngapuke,2,27
1849,Ngaruawahia School,1,82
1482,Silverdale School,10,787
1489,St Heliers School,10,556
1491,St John the Evangelist Catholic School,1,208
1503,St Mary's Catholic School (Avondale),3,152
1504,St Mary's School (Ellerslie),7,356
1400,Onepoto School,1,80
1401,Opaheke School,4,514
1402,Orakei School,4,341
1403,Oranga School,3,295
1856,Ohinewai School,3,112
1858,Kuranui Primary School,8,39
1865,Te Wharekura o Maniapoto,3,111
1496,St Joseph's School (Otahuhu),1,310
1498,St Joseph's Catholic School (Takapuna),9,394
1505,St Mary's School (Northcote),8,292
1507,St Patrick's School (Panmure),1,85
1398,Okiwi School,5,29
1405,Orere School,3,36
1417,Pakuranga Intermediate,3,237
1418,Panama Road School,1,221
1419,Panmure Bridge School,1,224
1867,Opoutere School,4,123
1872,Otamarakau School,7,96
1874,Otewa School,6,68
1881,Owhata School,2,245
1883,Paeroa Central School,1,73
1892,Peachgrove Intermediate,5,519
1407,Orewa Primary School,9,449
1414,Paerata School,1,130
1416,Pakuranga Heights School,4,492
1420,Panmure District School,2,113
1434,Park Estate School,1,137
1435,Parkside School,5,149
1436,Parnell School,9,437
1437,Pasadena Intermediate,8,377
1383,Mt Roskill Intermediate,4,555
1897,Pirongia School,10,343
1899,Pongakawa School,6,297
1906,Pukenui School (Te Kuiti),1,167
1421,Papakura Central School,4,363
1423,Papakura Normal School,3,622
1430,Papatoetoe South School,2,505
1300,Greenmeadows Intermediate,2,368
1352,Manurewa East School,1,333
1353,Manurewa Intermediate,1,877
1266,Edmonton School,4,212
1267,Edmund Hillary School,1,225
1268,Ellerslie School,9,728
1908,Pukete School,5,398
1917,Te Wharekura o Rakaumangamanga,1,394
1924,Rhode Street School,2,190
1432,Parakai School,3,208
1439,Pigeon Mountain School,8,559
1382,Mt Carmel School (Meadowbank),8,227
1355,Manurewa South School,1,334
1271,Fairburn School,1,399
1273,Favona School,2,313
1269,Elm Park School,5,535
1270,Epsom Normal School,8,581
1367,Maungawhau School,10,605
1931,Rotokawa School,4,156
1933,Rotorua Intermediate,3,700
1940,Silverdale Normal School,4,316
1357,Maraetai Beach School,10,433
1364,Matakana School,9,310
1366,Mauku School,3,144
1371,Mellons Bay School,10,490
1373,Meremere School,1,10
1380,Mountain View School,1,209
1368,May Road School,1,162
1369,Mayfield School (Auckland),1,297
1370,Meadowbank School,10,717
1942,Hamilton Junior High School,3,94
1949,St Joseph's Catholic School (Morrinsville),7,192
1951,St Joseph's Catholic School (Paeroa),3,56
1321,Hunua School,9,121
1323,Kaiaua School,4,29
1330,Kelston Intermediate,2,376
1332,Kelvin Road School,1,387
1337,Kowhai Intermediate,7,586
1339,Leabank School,1,344
1317,Homai School,1,299
1318,Howick Intermediate,4,477
1319,Howick Primary School,8,332
1706,Colville School,2,34
1708,David Henry School,1,111
1715,Fairfield Intermediate,5,800
1717,Fairhaven School,3,400
1722,Galatea School,5,104
1724,Glenholme School,3,318
1341,Lincoln Heights School,2,436
1346,Mangere Bridge School,3,355
1348,Māngere East School,1,517
1320,Huapai District School,9,458
1333,Kingsford School,1,294
1334,Kohimarama School,10,488
1731,Hamilton East School,4,442
1733,Hamilton West School,5,658
1740,Hilltop School,9,553
1747,Horsham Downs School,10,356
1749,Hukanui School,10,702
1756,Kaharoa School,10,165
1305,Hay Park School,1,146
1307,Henderson Intermediate,3,716
1335,Konini School (Auckland),5,418
1336,Koru School,1,503
1350,Manuka Primary School,6,223
1351,Royal Oak Intermediate School,2,455
1301,Grey Lynn School,9,267
1302,Halsey Drive School,7,366
1758,Kaimai School,8,79
1765,Katikati Primary School,4,455
1772,Rotorua Specialist School - Te Kura Pūkenga o Rotorua,2,94
1312,Hillpark School,4,434
1314,Hobsonville School,7,552
1316,Holy Cross Catholic School (Henderson),3,407
1303,Harrisville School,5,201
1283,Glamorgan School,10,545
1284,Glen Eden Intermediate,7,998
1285,Glen Eden School,3,295
1252,Coatesville School,10,268
1253,Cockle Bay School,10,721
1781,Knighton Normal School,5,603
1783,Korakonui School,8,123
1790,Lichfield School,5,97
1280,Freyberg Community School,5,355
1282,Gladstone School (Auckland),9,749
1287,Glen Innes School,1,169
1233,Blockhouse Bay School,7,510
1234,Bombay School,9,323
1235,Botany Downs School,9,535
1289,Glen Taylor School,1,228
1291,Glenbrae Primary School,1,149
1296,Glenfield Primary School,5,273
1792,Maeroa Intermediate,3,723
1797,Mamaku School,3,110
1515,Sunnyhills School,9,446
1236,Brookby School,5,113
1251,Sir Edmund Hillary Collegiate Junior School,1,435
1184,Hawera Christian School,6,37
1185,Matahui School,8,31
1186,Matamata Christian School,5,71
1200,Ahuroa School,9,71
1201,Aka Aka School,7,41
1202,Albany School,9,688
1203,Alfriston School,8,376
1216,Bailey Road School,3,369
1217,Sir Edmund Hillary Collegiate Middle School,1,271
1298,Green Bay Primary School,7,660
1255,Conifer Grove School,4,483
1257,Cosgrove School,1,452
1218,Bairds Mainfreight Primary School,1,351
1219,Balmoral School (Auckland),9,730
1220,Bayfield School,10,331
1522,Sylvia Park School,2,493
1524,Takapuna Normal Intermediate,9,567
1531,Peninsula Primary School,5,432
1262,Don Buck School,2,199
1264,East Tamaki School,1,173
1221,Bayswater School,10,121
1223,Beach Haven School,4,436
1230,Birkdale Primary School,5,194
1232,Blockhouse Bay Intermediate,5,795
1167,Wanaka Primary School,10,496
1168,Emmanuel Christian School,8,252
1169,Paeroa Christian School,3,42
1533,Te Kohanga School,3,31
1538,Torbay School,10,562
1540,Valley School,8,448
1547,Waiau Pa School,9,329
1549,Waikowhai School,2,194
1556,Wairau Valley Special School,8,210
1237,Browns Bay School,10,600
1239,Buckland School,8,232
1246,Churchill Park School,10,398
514,Kimi Ora School,8,77
1001,Aranga School,4,22
1002,Arapohue School,2,42
1558,Waitoki School,8,200
1563,Waterview School,3,280
1565,Wesley Primary School,1,140
1572,Whenuapai School,9,471
1454,Pukeoware School,7,164
1456,Ramarama School,8,170
1000,Ahipara School,2,201
531,Catholic Cathedral College,4,466
532,John Paul College,7,1155
1458,Ranui School,2,319
1463,Richmond Road School,8,300
1465,Riverhills School,4,90
1472,Rosehill School,2,292
1474,Rowandale School,1,556
1481,Sherwood School (Auckland),10,447
533,Mt Aspiring College,10,1189
518,Kingslea School,1,106
498,Te Aho o Te Kura Pounamu,99,6992
1016,Horeke School,1,19
1017,Hukerenui School Years 1-8,5,163
1018,Hurupaki School,8,284
1483,Sir Keith Park School,1,169
1488,St Francis Catholic School (Pt Chevalier),7,228
1019,Kaeo School,2,122
1032,Kaurihohore School,7,185
1033,Kawakawa Primary School,2,158
1248,Clendon Park School,1,605
1187,Tauranga Waldorf School,7,190
1189,Wa Ora Montessori School,8,245
1490,St Ignatius Catholic School (St Heliers),10,220
1497,St Joseph's School (Pukekohe),4,291
1499,St Leonards Road School,3,359
1506,St Michael's Catholic School (Remuera),10,227
1508,St Pius X Catholic School (Glen Innes),1,101
1397,Oaklynn Special School,4,188
1034,Kerikeri Primary School,5,457
1035,Kohukohu School,2,41
1036,Kokopu School,6,108
1207,Ararimu School,10,109
1212,Avondale Intermediate,2,359
1214,Awhitu District School,6,113
1399,Onehunga Primary School,4,408
1404,Oratia School,9,486
1406,Orewa Beach School,7,389
1408,Otahuhu Intermediate,1,323
1413,Owairoa Primary School,9,762
1422,Papakura Intermediate,1,248
1049,Maungaturoto School,5,207
1050,Maunu School,8,292
1052,Morningside School,3,298
1164,Everglade School,4,429
528,Ponatahi Christian School,8,114
530,Waiheke High School,7,394
428,Whangamata Area School,4,547
419,Rudolf Steiner School (Chch),8,344
1014,Hikurangi School,2,203
1424,Kereru Park Campus,1,175
1429,Papatoetoe North School,2,726
1433,Ridgeview School,8,52
1066,Oruaiti School,2,186
1068,Otaika Valley School,4,131
1069,Te Kura o Otangarei,1,92
1083,Poroti School,3,38
1084,Portland School,1,58
1085,Pouto School,2,14
1021,Kaikohe East School,1,230
1023,Kaikohe West School,1,175
1028,Totara Grove School,2,295
1431,Papatoetoe West School,2,586
1438,Patumahoe Primary School,8,303
1299,Greenhithe School,10,473
1086,Pukenui School (Kaitaia),3,84
1100,Te Kura o Hato Hohepa Te Kamura,1,24
1116,Totara North School,2,22
1119,Umawera School,2,31
397,St Peter's College (Gore),8,444
398,Takitimu Primary School,4,63
1030,Kamo School,5,421
1037,Mangamuka School,1,16
1039,Mangonui School,3,134
1354,Manurewa Central School,2,476
1356,Manurewa West School,1,391
1272,Farm Cove Intermediate,8,535
399,Central Southland College,6,572
400,Fiordland College,9,260
401,Menzies College,5,337
381,Kaikorai Valley College,5,456
382,Bayfield High School,7,573
334,Riccarton High School,6,1039
1046,Te Kura o Mātihetihe,1,26
1048,Maungatapere School,9,307
1053,Motatau School,1,50
1274,Ferguson Intermediate (Otara),1,388
1365,Matipo Road School,7,414
1363,Massey Primary School,3,491
1372,Te Paina School,3,52
1379,Mt Richmond School,2,191
1381,Mt Albert School,6,419
347,Lincoln High School,10,1394
348,Mount Hutt College,9,498
349,Ellesmere College,8,511
1055,Ngataki School,1,33
1062,Onerahi School,4,442
1071,Oturu School,1,152
1324,Kaipara Flats School,4,107
1322,Jean Batten School,1,315
1329,Kedgley Intermediate,2,770
1331,Kelston School,3,259
1338,Laingholm School,10,245
1340,Leigh School,7,59
350,Akaroa Area School,7,130
314,Kaiapoi High School,7,1026
316,Papanui High School,7,1619
1073,Pakaraka School,1,35
1078,Paparore School,3,129
1080,Parua Bay School,9,289
1082,Pompallier Catholic School,3,154
1087,Pukepoto School,1,28
1089,Purua School,7,24
1347,Mangere Central School,1,391
1304,Hauraki School,10,473
1306,Helensville School,5,445
317,Christchurch Adventist School,5,254
247,Kapiti College,8,1405
281,Scots College,10,1038
1096,Russell School (Bay Of Islands),5,68
1098,St Joseph's Catholic School (Dargaville),4,94
1313,Hillsborough School,8,364
1315,Holy Cross School (Papatoetoe),2,543
1279,Freemans Bay School,6,420
297,Tapawera Area School,4,167
298,Motueka High School,5,746
299,Murchison Area School,4,171
1105,Tangowahine School,4,21
1107,Tauhoa School,6,44
1112,Bay of Islands International Academy,6,94
1281,Fruitvale Road School,4,293
1290,Glenavon School,1,366
1297,Good Shepherd School (Balmoral),7,192
1254,Colwill School Massey,2,177
1256,Cornwall Park District School,9,599
1263,Drury School,7,404
300,Karamea Area School,4,77
248,Paraparaumu College,8,1359
249,Kuranui College,6,774
1114,Tinopai School,1,16
1130,Whangarei School,4,490
394,The Catlins Area School,7,118
396,Gore High School,6,464
369,St Kevins College (Oamaru),7,441
371,East Otago High School,6,161
1265,Edendale School (Auckland),6,532
1222,Bayview School,7,417
1224,Beachlands School,10,661
250,Upper Hutt College,6,1076
231,Taikura Rudolf Steiner School,6,310
197,Feilding High School,5,1628
198,Awatapu College,4,900
200,Freyberg High School,5,1100
337,Te Aratai College,3,895
335,Middleton Grange School,9,1311
1229,Birkdale North School,5,158
1231,Birkenhead School,9,405
1238,Bruce McLaren Intermediate,2,314
214,Wairoa College,1,486
215,Taradale High School,7,1094
233,Central Hawkes Bay College,4,555
148,Opotiki College,2,344
181,Opunake High School,4,310
182,Hawera High School,5,735
346,Darfield High School,9,744
351,Ashburton College,6,1265
353,Mackenzie College,8,171
1240,Bucklands Beach Intermediate,9,833
1247,Clayton Park School,2,299
1249,Clevedon School,9,353
183,Ruapehu College,2,207
65,Glendowie College,10,1160
49,Selwyn College,4,1378
48,Western Springs College,8,1739
14,Tikipunga High School,2,341
13,Kamo High School,4,842
362,Waimate High School,5,265
310,Oxford Area School,7,509
312,Rangiora High School,9,1654
319,Burnside High School,8,2424
287,Queen Charlotte College,6,387
296,Waimea College,8,1459
1190,Elim Christian College,7,1270
1195,Adventure School,10,488
1204,Anchorage Park School,3,108
32,Northcote College,7,1187
31,Birkenhead College,6,487
30,Glenfield College,6,481
301,Buller High School,5,347
303,Greymouth High School,4,564
305,Westland High School,6,362
251,Heretaunga College,6,845
269,Onslow College,10,1321
253,Aotea College,5,1146
1206,Arahoe School,5,519
1213,Avondale Primary School (Auckland),3,290
1215,Sir Douglas Bader Intermediate School,1,203
80,Pakuranga College,7,2062
63,Marcellin College,2,646
244,Chanel College,5,249
201,Queen Elizabeth College,3,321
1170,Whakatane S D A School,4,33
1172,Cornerstone Christian School,7,591
81,Saint Kentigern College,10,2264
99,Manurewa High School,1,2114
97,Sir Edmund Hillary Collegiate Senior School,1,538
212,Tolaga Bay Area School,1,290
235,Tararua College,3,414
237,Waiopehu College,2,625
137,Melville High School,4,597
144,Whakatane High School,4,1115
146,Te Awamutu College,5,1357
1179,Maranatha Christian School,7,140
1165,TKKM o Ruamata,3,229
1004,Awanui School,2,28
100,James Cook High School,1,1430
114,Waihi College,4,617
115,Te Kauwhata College,4,541
151,Western Heights High School,4,1153
176,Ohura Valley Primary,1,13
185,Patea Area School,1,185
187,Whanganui City College,2,315
42,Green Bay High School,8,1635
44,Waitakere College,3,1548
527,Twizel Area School,8,215
536,Kavanagh College,8,639
522,Halswell Residential College,2,12
429,Excellere College,5,277
418,Rangiora New Life School,9,431
1013,Herekino School,2,41
116,Te Aroha College,4,322
113,Paeroa College,2,302
164,Reporoa College,6,215
1,Te Kura o Te Kao,2,55
3,Kaitaia College,2,955
10,Te Kura Taumata o Panguru,1,110
12,Tauraroa Area School,6,500
19,Dargaville High School,3,438
17,Pompallier Catholic College,7,633
1015,Hora Hora School (Te Mai),2,299
1020,Kaihu Valley School,2,16
1022,Kaikohe Intermediate,1,112
166,Tauhara College,6,674
167,Taupo-nui-a-Tia College,5,1062
565,Stonefields School,9,652
481,City Impact Church School,9,250
2104,TKKM o Taumarere,2,149
2105,Awahono School - Grey Valley,5,77
26,Kaipara College,7,840
28,Rangitoto College,10,3284
78,Avondale College,4,2693
1029,Kamo Intermediate,5,739
1031,Karetu School,2,103
1038,Mangawhai Beach School,6,576
2119,Donovan Primary School,6,396
2120,Bluff School,3,111
551,Coastal Taranaki School,4,277
1668,Wairoa Primary School,1,194
1669,Tiaho Primary School,1,132
2102,Maromaku School,3,23
69,Mt Albert Grammar School,7,3074
85,One Tree Hill College,3,1191
1047,Maungakaramea School,5,87
1056,Ngunguru School,7,254
1063,Opua School,5,107
2103,Moerewa School,1,140
550,Te Waha O Rerekohu Area School,1,121
548,Aurora College,2,543
549,Taihape Area School,4,265
2756,Whakatipuria Teen Parent Unit,1,0
2757,He Mataariki School for Teen Parents,1,0
87,Howick College,8,2087
96,Aorere College,2,1569
101,Papakura High School,1,999
1065,Oromahoe School,6,165
1072,Paihia School,4,169
1081,Peria School,2,68
1095,Ruawai Primary School,3,119
1097,Selwyn Park School,1,96
1104,Tangiteroria School,7,34
484,Wentworth College,10,282
2754,Stratford High School Teen Parent Unit,1,0
2755,Titiro Whakamua,1,0
103,Pukekohe High School,6,1809
110,Mercury Bay Area School,5,990
112,Hauraki Plains College,5,865
117,Katikati College,5,784
119,Huntly College,1,222
126,Morrinsville College,6,706
1106,Tapora School,5,14
1113,Tikipunga Primary School,1,275
1115,Tomarata School,5,73
482,Aquinas College,8,758
1651,TKKM o Wairarapa,2,96
1636,St Thomas More Catholic School,6,102
465,Mana Tamariki,5,75
466,Manukau Christian School,99,270
1634,Te Kura Maori o Porirua,3,287
135,Fraser High School,4,1412
160,Te Kuiti High School,2,291
162,Piopio College,4,142
1120,Waiharara School,1,21
1122,Waima School,1,57
1129,Whangarei Intermediate,4,659
3106,TKKM o Whangaroa,2,57
3107,TKKM o Te Ara Hou,1,232
451,Hamilton Christian School,9,748
2085,ACG Parnell College,99,1462
6967,Lemonwood Grove School,10,588
1935,Ficino School,9,148
169,Taumarunui High School,2,319
485,Taumata School,8,544
553,Mission Heights Junior College,7,874
1131,Whau Valley School,2,247
393,South Otago High School,6,479
395,Northern Southland College,7,211
402,Waiau Area School,3,133
368,The Cathedral Grammar School,10,260
370,Maniototo Area School,8,140
1617,TKKM o Ngati Rangi,1,11
1618,TKKM o Te Whanau Tahi,3,166
1619,Te Kura Akonga O Manurewa,2,76
2761,Kimihia Parents' College,1,0
6980,Clearview Primary,10,796
2123,Lake Brunner School,7,53
336,Hagley Community College,6,2061
338,Hornby High School,3,805
618,Sancta Maria Catholic Primary School,5,363
82,Aidanfield Christian School,8,357
133,Raphael House Rudolf Steiner Area School,10,319
2107,Geraldine Primary School,8,256
2109,Temuka Primary School,5,209
2116,New River Primary,1,205
352,Geraldine High School,8,606
354,Opihi College,5,270
363,Waitaki Valley School,8,112
311,Hurunui College,7,207
318,St Andrew's College (Christchurch),10,1590
293,Nayland College,6,1448
4226,TKKM o Tamaki Nui A Rua,3,77
4227,TKKM o Kaikohe,1,239
4228,TKKM o Puau Te Moananui-a-Kiwa,2,106
2118,Newfield Park School,3,204
1675,Ruakituri School,5,12
2098,Matapu School,6,135
320,Mairehau High School,4,383
304,John Paul II High School,6,184
268,Newlands College,9,1120
261,Hutt Valley High School,8,1736
229,Karamu High School,4,904
243,Makoura College,3,290
432,KingsWay School,9,1578
283,Otamatea Christian School,99,27
282,Te Kura Amorangi o Whakawatea,4,132
2100,Koraunui School,3,172
1666,Te Kura o Waikare,1,90
2759,He Puaawai Teen Parent Unit,1,0
546,Whitby Collegiate,10,227
494,Putaruru College,3,420
496,Reefton Area School,4,166
254,Mana College,2,503
195,Rangitikei College,3,278
204,St Peter's College (Palmerston North),6,703
1149,Sonrise Christian School,5,122
1587,Gloriavale Christian School,99,0
1584,TKKM o Te Raki Paewhenua,6,88
1151,TKKM o Te Puaha o Waikato,1,47
1153,TKKM o Te Koutu,3,293
6932,Pinehill School (Browns Bay),8,420
1657,Silverstream (South) Primary School,6,266
6978,Reremoana Primary School,9,420
3118,Te Kura Kaupapa Maori o Taumarunui,1,50
211,Campion College,6,445
218,Tamatea High School,3,330
220,William Colenso College,2,429
1585,St Anthony's School (Wanganui),4,80
1670,TKKM o Te Ara Whanui,3,329
968,3H School International,,10
932,Te Kura ā Iwi o Pawarenga,1,15
949,St Ignatius of Loyola Catholic College (Proposed opening date: 2024-01-01),,0
900,A1 Student Limited,99,22
487,Mt Hobson Academy,99,149
1655,Destiny School,3,70
2750,Puawānanga Wairarapa Young Parents,1,0
234,Dannevirke High School,4,427
236,Horowhenua College,3,699
143,Trident High School,4,970
869,Te Kāpehu Whetū (Teina),3,123
849,Ako Space,10,14
834,ADDI Enrichment Academy,99,22
767,Orewa North West Primary School (Proposed opening date: 2023-01-01),,0
752,Summit Point School,99,45
748,Ngākōroa School,7,28
2752,He Huarahi Tamariki,1,0
1648,Manaia View School,1,177
1650,Drummond Primary School,8,63
145,Edgecumbe College,3,179
177,Inglewood High School,7,484
179,Stratford High School,4,560
52,Tyndale Park Christian School,99,173
36,Takapuna Grammar School,10,1879
43,Massey High School,4,1585
717,Whakatane Teen Parent Unit,1,0
683,Ao Tawhiti Unlimited Discovery,7,664
684,Te Waka Unua School,2,457
478,Wainuiomata High School,3,616
1641,Amana Christian School,99,78
3102,TKKM o Waiuku,5,0
3104,TKKM o Te Kotuku,4,133
462,Ambury Park Centre,99,12
6962,Te Wharekura o Mauao,3,260
45,Henderson High School,3,1009
2,Taipa Area School,2,320
4,Whangaroa College,1,128
685,Waitakiri Primary School,8,541
682,Eden Christian Academy,5,64
651,Te Whata Tau o Putauaki,1,53
632,Tai Wananga,4,189
648,Carisbrook School,3,298
633,Kingsview School,10,56
1630,Central Regional Health School,1,31
460,Atea College,99,13
1625,Ascot Community School,3,291
9,Northland College,1,336
11,Opononi Area School,1,115
20,Bream Bay College,5,545
631,Kia Aroha College,1,218
566,Maraekakaho School,8,111
567,Te Wharekura o Te Kaokaoroa o Patetere,2,289
584,West Rolleston Primary School,10,720
600,TKKM o Ngaringaomatariki,2,47
601,Kumeroa School,5,46
453,Kadimah School,8,130
2377,TKKM o Tupoho,1,150
6955,Upper Harbour Primary School,10,456
18,Mangakahia Area School,3,77
27,Long Bay College,10,1484
29,Kristin School,10,1657
79,Edgewater College,2,630
95,Papatoetoe High School,3,1364
86,Onehunga High School,3,996
615,Rototuna Senior High School,10,804
616,Murihiku Young Parents' Learning Centre,1,0
131,Hamilton Boys' High School,7,2174
6946,Oteha Valley School,9,536
6948,Albany Junior High School,10,1143
544,Al-Madinah School,2,556
102,Rosehill College,5,1562
104,Wesley College,1,380
109,Coromandel Area School,3,240
111,Thames High School,5,417
118,Mount Maunganui College,6,1796
120,Otumoetai College,7,1878
83,Kelston Boys' High School,3,666
46,Liston College,5,820
15,Whangārei Boys' High School,5,1321
1750,St Patrick's Catholic School (Taupo),8,276
1616,TKKM o Ngati Kahungunu o Te Wairoa,1,160
421,Richmond View School,5,287
221,Te Wharekura o Ruatoki,2,207
903,Ko Taku Reo – Deaf Education New Zealand,3,110
4145,Te Pi'ipi'inga Kakano Mai I Rangiatea,3,113
127,Ngaruawahia High School,1,315
129,Fairfield College,3,748
93,Auckland Seventh-Day Adventist H S,1,344
66,Dilworth School,4,517
216,Napier Boys' High School,6,1166
199,Hato Paora College,4,111
4229,TKKM o Manurewa,1,73
1148,Nelson Christian Academy,6,222
6921,Point View School,9,688
6930,Botany Downs Secondary College,9,1760
1589,TKKM o Toku Mapihi Maurea,5,100
1582,Nova Montessori School,9,48
154,Rotorua Lakes High School,5,703
159,Forest View High School,2,403
161,Benneydale School,1,37
232,Te Aute College,3,71
230,Lindisfarne College,9,518
315,St Bedes College,9,812
6937,Summerland Primary,5,567
6939,Kohia Terrace School,9,357
1607,Bishop Edward Gaines Catholic School,2,31
344,Westminster Christian School,8,341
1673,TKKM o Te Waiu o Ngati Porou,1,111
946,Motueka Steiner School,4,86
170,Waitara High School,3,397
2126,Jean Seabrook Memorial School,99,0
1658,Putaruru Primary School,2,180
365,Waitaki Boys' High School,6,378
331,St Thomas of Canterbury College,8,686
921,Crimson Global Academy,99,245
